GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4e76dcd1
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x28db81ff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp name=Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=689 notes=2 sig=0x537d07d3
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=1 name=orderby type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=746 notes=3 sig=0x320c7ae6
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=and name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=580 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=580 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=Index name=Index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=Match name=Match type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=585 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=order name=order type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=Specific name=Specific type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=SQL name=SQL type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=580 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp DATA:orderby=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case11-InjectionInView-Date-PermissionBypass-With200Errors.jsp name=Case11-InjectionInView-Date-PermissionBypass-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=678 notes=2 sig=0x5b25174d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case11-InjectionInView-Date-PermissionBypass-With200Errors.jsp DATA:transactionDate=2010-01-01 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=611 notes=3 sig=0x5896063d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case12-InjectionInSearch-Date-UnionExploit-With200Errors.jsp name=Case12-InjectionInSearch-Date-UnionExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=637 notes=2 sig=0x5b25174d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case12-InjectionInSearch-Date-UnionExploit-With200Errors.jsp DATA:transactionDate=2010-01-01 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=596 notes=3 sig=0x5896063d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case13-InjectionInCalc-Date-BooleanExploit-With200Errors.jsp name=Case13-InjectionInCalc-Date-BooleanExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=648 notes=2 sig=0x5b24174d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case13-InjectionInCalc-Date-BooleanExploit-With200Errors.jsp DATA:transactionDate=2010-01-01 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=376 notes=2 sig=0x28f62a84
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case14-InjectionInUpdate-Date-CommandInjection-With200Errors.jsp name=Case14-InjectionInUpdate-Date-CommandInjection-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=674 notes=2 sig=0x5b25174d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case14-InjectionInUpdate-Date-CommandInjection-With200Errors.jsp DATA:transactionDate=2010-02-02 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=350 notes=3 sig=0xf602e5fd
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp name=Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=688 notes=2 sig=0x5b001752
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=2010-01-01 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=530 notes=2 sig=0x8c1a3a8f
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=and name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=char name=char type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=585 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=index name=index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=like name=like type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=585 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=585 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=Specific name=Specific type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=587 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=SQL name=SQL type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=transactionDate name=transactionDate type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=1184 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=update name=update type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=585 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp DATA:transactionDate=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=579 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp name=Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=733 notes=2 sig=0x28a2f068
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=1 name=transactionId type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=556 notes=2 sig=0x52e31651
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=132 name=132 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=637 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=and name=and type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=617 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=both name=both type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=618 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=616 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=613 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=char name=char type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=613 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=620 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=617 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=616 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=index name=index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=619 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=618 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=like name=like type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=618 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=621 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=620 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=or name=or type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=616 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=619 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=613 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=620 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp DATA:transactionId=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=617 notes=2 sig=0x429119f2
